,Unnamed: 0,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA21_1: Population, 2021",X,Y,Transit Time,Car Time,Car Time Adjusted,Bike Time,Car/Bike Delta,Car/Bus Delta,Bike/Bus Delta
541,541,59170768,DA,59170768,0.2091,500,199,193,500,-123.377646,48.483568,1655823346,1655824566,1655824447,1655823898,9.15,18.35,-9.2
542,542,59170769,DA,59170769,0.2143,388,188,182,388,-123.375538,48.486739,1655823018,1655824427,1655824350,1655823850,8.333333333,22.2,-13.86666667
543,543,59170770,DA,59170770,0.1143,322,130,127,322,-123.371917,48.483933,1655823056,1655824501,1655824396,1655823951,7.416666667,22.33333333,-14.91666667
544,544,59170771,DA,59170771,0.3093,471,191,186,471,-123.369955,48.490133,1655823337,1655824402,1655824327,1655823459,14.46666667,16.5,-2.033333333
545,545,59170772,DA,59170772,0.4206,588,233,232,588,-123.365884,48.497114,1655823958,1655824420,1655824358,1655823652,11.76666667,6.666666667,5.1
546,546,59170773,DA,59170773,2.056,799,280,268,799,-123.358615,48.493553,1655823564,1655824652,1655824622,1655823961,11.01666667,17.63333333,-6.616666667
547,547,59170774,DA,59170774,0.2535,541,201,195,541,-123.371768,48.480312,1655823486,1655824565,1655824480,1655824059,7.016666667,16.56666667,-9.55
548,548,59170776,DA,59170776,0.3115,771,307,293,771,-123.341949,48.475685,1655824040,1655824742,1655824711,1655824580,2.183333333,11.18333333,-9
549,549,59170777,DA,59170777,0.1468,385,150,147,385,-123.361592,48.477267,1655823560,1655824603,1655824523,1655824245,4.633333333,16.05,-11.41666667
550,550,59170778,DA,59170778,2.1657,446,178,167,446,-123.353765,48.476894,1655823993,1655824789,1655824751,1655824371,6.333333333,12.63333333,-6.3
551,551,59170781,DA,59170781,0.0939,312,168,160,312,-123.423216,48.448088,1655822163,1655824102,1655823734,1655822583,19.18333333,26.18333333,-7
552,552,59170783,DA,59170783,0.0528,225,126,119,225,-123.417716,48.446287,1655822238,1655824136,1655823809,1655822611,19.96666667,26.18333333,-6.216666667
553,553,59170784,DA,59170784,0.0442,249,148,137,249,-123.414809,48.446957,1655822666,1655824094,1655823917,1655822772,19.08333333,20.85,-1.766666667
554,554,59170785,DA,59170785,0.2821,412,213,206,412,-123.423414,48.444586,1655821975,1655824141,1655823790,1655822848,15.7,30.25,-14.55
555,555,59170786,DA,59170786,0.1346,5,8,1,5,-123.43281,48.440903,1655821694,1655824067,1655823709,1655822661,17.46666667,33.58333333,-16.11666667
556,556,59170787,DA,59170787,2.667,999,477,437,999,-123.72806,48.357926,1655817855,1655822217,1655821091,1655816137,82.56666667,53.93333333,28.63333333
557,557,59170789,DA,59170789,0.7739,1031,465,437,1031,-123.715024,48.381254,1655819530,1655822557,1655821570,1655816908,77.7,34,43.7
558,558,59170790,DA,59170790,4.3681,2092,840,801,2092,-123.750756,48.383061,1655818159,1655822161,1655821157,1655816102,84.25,49.96666667,34.28333333
559,559,59170792,DA,59170792,10.5525,3523,1336,1301,3523,-123.721387,48.3927,1655818284,1655822425,1655821398,1655816680,78.63333333,51.9,26.73333333
560,560,59170793,DA,59170793,0.5112,546,206,204,546,-123.497903,48.423547,1655820785,1655823646,1655823170,1655821376,29.9,39.75,-9.85
561,561,59170795,DA,59170795,0.7963,1318,512,487,1318,-123.510114,48.420266,1655820419,1655823648,1655823044,1655821193,30.85,43.75,-12.9
562,562,59170796,DA,59170796,0.3987,620,266,260,620,-123.508801,48.412734,1655820603,1655823540,1655823044,1655820932,35.2,40.68333333,-5.483333333
563,563,59170797,DA,59170797,0.8479,1082,413,393,1082,-123.500035,48.413169,1655820654,1655823539,1655823033,1655821194,30.65,39.65,-9
564,564,59170798,DA,59170798,1.6706,833,402,371,833,-123.505112,48.403653,1655820522,1655823472,1655822951,1655820831,35.33333333,40.48333333,-5.15
565,565,59170801,DA,59170801,0.3572,802,296,286,802,-123.484067,48.417745,1655820424,1655823690,1655823197,1655821423,29.56666667,46.21666667,-16.65
566,566,59170802,DA,59170802,0.1392,354,130,126,354,-123.492381,48.418155,1655820906,1655823624,1655823142,1655821384,29.3,37.26666667,-7.966666667
567,567,59170804,DA,59170804,2.1037,2340,937,906,2340,-123.490609,48.410844,1655820086,1655823492,1655822896,1655820922,32.9,46.83333333,-13.93333333
568,568,59170805,DA,59170805,0.3165,884,785,550,884,-123.368882,48.430601,1655823390,1655824439,1655824369,1655823308,17.68333333,16.31666667,1.366666667
569,569,59170806,DA,59170806,0.0513,375,232,224,375,-123.359831,48.432982,1655823415,1655824582,1655824508,1655823732,12.93333333,18.21666667,-5.283333333
570,570,59170807,DA,59170807,0.1144,1355,1001,889,1355,-123.36361,48.430257,1655823589,1655824450,1655824365,1655823598,12.78333333,12.93333333,-0.15
571,571,59170808,DA,59170808,0.0992,277,188,182,277,-123.358004,48.430565,1655823225,1655824580,1655824505,1655823821,11.4,21.33333333,-9.933333333
572,572,59170809,DA,59170809,0.1293,787,486,384,787,-123.36349,48.427443,1655823490,1655824443,1655824362,1655823627,12.25,14.53333333,-2.283333333
573,573,59170810,DA,59170810,0.0383,253,203,191,253,-123.36021,48.428742,1655823323,1655824492,1655824411,1655823550,14.35,18.13333333,-3.783333333
574,574,59170811,DA,59170811,0.3134,666,504,430,666,-123.366777,48.425964,1655823538,1655824311,1655824258,1655823519,12.31666667,12,0.316666667
575,575,59170814,DA,59170814,0.1897,1503,1192,928,1503,-123.363831,48.421317,1655823259,1655824422,1655824363,1655823505,14.3,18.4,-4.1
576,576,59170815,DA,59170815,0.0802,1274,1023,884,1274,-123.360774,48.425424,1655823664,1655824482,1655824429,1655823662,12.78333333,12.75,0.033333333
577,577,59170816,DA,59170816,0.2085,568,233,224,568,-123.390483,48.439048,1655823015,1655824219,1655824058,1655823245,13.55,17.38333333,-3.833333333
578,578,59170817,DA,59170817,0.1179,644,403,383,644,-123.381155,48.4359,1655823157,1655824314,1655824179,1655823332,14.11666667,17.03333333,-2.916666667
579,579,59170819,DA,59170819,0.2537,1788,1214,1075,1788,-123.379431,48.427814,1655823162,1655824170,1655824066,1655822961,18.41666667,15.06666667,3.35
580,580,59170820,DA,59170820,0.0913,621,378,361,621,-123.388462,48.429685,1655823147,1655824252,1655824143,1655822874,21.15,16.6,4.55
